"scenario","Method","Metric","K","Q_TC.mean","Q_TC.sd","Q_TC.mcse","Q_TC.q025","Q_TC.q975","B_TC.mean","B_TC.sd","B_TC.mcse","B_TC.q025","B_TC.q975","Q_RE.mean","Q_RE.sd","Q_RE.mcse","Q_RE.q025","Q_RE.q975","B_RE.mean","B_RE.sd","B_RE.mcse","B_RE.q025","B_RE.q975","Q_LC.mean","Q_LC.sd","Q_LC.mcse","Q_LC.q025","Q_LC.q975","B_LC.mean","B_LC.sd","B_LC.mcse","B_LC.q025","B_LC.q975"
"IV","MR-PCA","Int-Euclidean",40,0.915892028670842,0.0189616745535351,0.00379233491070701,0.880484475991649,0.948573272094642,0.0477401586638831,0.0135012528663919,0.00270025057327837,0.0268881141266528,0.0714379304105775,0.888382832530771,0.0166474723909103,0.00332949447818205,0.860264181206868,0.918521078082219,0.0769928795742553,0.0161318583822979,0.00322637167645959,0.0505554946527792,0.107476819767239,0.55393,0.0399212743803119,0.00798425487606238,0.491666666666667,0.628016666666667,0.1042144,0.0078488475634372,0.00156976951268744,0.0906936666666667,0.118465
"I","SPCA","Int-Euclidean",40,0.940347070285317,0.00587588608781917,0.00117517721756383,0.930092553931802,0.951896416144746,0.0283457759220598,0.00439669470064862,0.000879338940129724,0.0210006263048017,0.0361632567849687,0.91436277593103,0.00503231618206571,0.00100646323641314,0.904653964747203,0.923907464564847,0.0527967859430784,0.00476174753537478,0.000952349507074957,0.0439708673713322,0.0602302392726185,0.602333333333333,0.017304111987232,0.0034608223974464,0.573466666666667,0.641583333333333,0.10902,0.00718800441064186,0.00143760088212837,0.09485,0.123083333333333
"II","SPCA","Int-Euclidean",40,0.892972721433401,0.0030712525535958,0.00061425051071916,0.887700887423935,0.898459470081136,0.0807610953346856,0.00442743961334771,0.000885487922669542,0.0723657623394185,0.087978093306288,0.90403590102504,0.00273494264901377,0.000546988529802754,0.899289581444714,0.909082997198166,0.111594938355177,0.0050459716815289,0.00100919433630578,0.10211502081944,0.119942150992599,0.40990875,0.0064447201116657,0.00128894402233314,0.40065,0.42091875,0.10425,0.00642546027250513,0.00128509205450103,0.0938875,0.1155625
"III","SPCA","Int-Euclidean",40,0.989679928315412,0.00778080173726239,0.00155616034745248,0.97085582437276,0.997726344086021,0.00125591397849462,0.00249964161828334,0.000499928323656668,-0.00220304659498209,0.0063245519713262,0.982249446890971,0.00685633714027009,0.00137126742805402,0.968229678196255,0.990038245396021,0.00113853943322138,0.00149027417434511,0.000298054834869021,-0.00125710320939532,0.00428132664111483,0.871495,0.0479918271036851,0.00959836542073701,0.76975,0.934875,0.04194,0.0452071637713538,0.00904143275427075,-0.0239,0.1319
"IV","SPCA","Int-Euclidean",40,0.929006937647878,0.0167382023108015,0.00334764046216031,0.898229439109255,0.95823656506611,0.0301508400835073,0.0109513957909054,0.00219027915818107,0.0150510953375087,0.0541635532359082,0.906671400197809,0.0156313631395769,0.00312627262791539,0.87794400359522,0.935663510501372,0.048959025039067,0.0154508200090936,0.00309016400181872,0.0246916946079453,0.0831644261298257,0.585344666666667,0.0387226228617883,0.00774452457235766,0.521,0.660433333333333,0.0742021333333333,0.00811772593932105,0.00162354518786421,0.0616146666666667,0.0898843333333333
"I","V-PCA","Int-Euclidean",40,0.940365267919276,0.00588800543238021,0.00117760108647604,0.930038239387613,0.951886673625609,0.0283703409881698,0.00435166794736217,0.000870333589472435,0.0212757828810021,0.03613583855254,0.914286340422111,0.00507183154781028,0.00101436630956206,0.904544839898012,0.923909333471054,0.0529716351799883,0.00491152717668427,0.000982305435336855,0.0439060652229093,0.059599518618881,0.602513333333333,0.0173094399956487,0.00346188799912975,0.5738,0.642066666666667,0.10899,0.00733425341450291,0.00146685068290058,0.0960166666666667,0.1241
"II","V-PCA","Int-Euclidean",40,0.896417748478702,0.0035415645857354,0.000708312917147081,0.890319645875591,0.902339414300203,0.0787904022988506,0.00432516362501136,0.000865032725002272,0.070972599729547,0.0857677231237323,0.906080490074244,0.00354213882959983,0.000708427765919966,0.899553440112653,0.911999430114075,0.110113772178466,0.00547432327728912,0.00109486465545782,0.100218919384414,0.119360031452747,0.416415,0.0081561677837491,0.00163123355674982,0.40225,0.4307875,0.1079375,0.00742294948362565,0.00148458989672513,0.09549375,0.1211375
"III","V-PCA","Int-Euclidean",40,0.989498333333333,0.00812288506575909,0.00162457701315182,0.969169086021505,0.99731729390681,0.00155967741935485,0.00261629078316423,0.000523258156632846,-0.00266326164874544,0.00677526881720436,0.982064769453682,0.00664609950250847,0.00132921990050169,0.968272439644038,0.99003390587031,0.00112506149160308,0.00128822709679711,0.000257645419359421,-0.00134605023735316,0.0035773878866191,0.870345,0.0473639674928808,0.00947279349857616,0.770675,0.9341,0.04459,0.0461450176752594,0.00922900353505187,-0.029575,0.13905
"IV","V-PCA","Int-Euclidean",40,0.928927753792624,0.0167696709101779,0.00335393418203559,0.898000332637439,0.958269792623521,0.0302491994432846,0.0109930980703355,0.0021986196140671,0.014995947112039,0.054185944328462,0.906605049952543,0.0156515871257334,0.00313031742514668,0.878016345523166,0.935724538319567,0.0490465849436997,0.0154608740852,0.00309217481704001,0.0246372866461851,0.0829630712235546,0.585127933333333,0.0389442308975758,0.00778884617951515,0.520366666666667,0.661033333333333,0.0739914666666667,0.0084489070397695,0.0016897814079539,0.0611603333333333,0.089518
"I","C-PCA","Wasserstein",40,0.931361329157968,0.00350306678873349,0.000700613357746698,0.923792658315936,0.937981384829506,0.0304785664578984,0.00222311234787165,0.00044462246957433,0.0275823938761307,0.0352067501739736,0.905880766278094,0.00365676613869698,0.000731353227739397,0.89775505342789,0.912368869473517,0.05856124381076,0.00341070639644755,0.00068214127928951,0.052952608284213,0.065768457400649,0.568766666666667,0.0106951118117889,0.00213902236235778,0.546666666666667,0.590416666666667,0.108816666666667,0.00696344622534936,0.00139268924506987,0.0952166666666667,0.120983333333333
"II","C-PCA","Wasserstein",40,0.89597667173766,0.00353735361356311,0.000707470722712621,0.88989771382691,0.90194987745098,0.0783278566599053,0.00436801057503968,0.000873602115007937,0.0705667596348885,0.0853228279242731,0.905757316150022,0.0035779874040407,0.000715597480808141,0.899229159241092,0.911808303852888,0.109541662842809,0.00548027268322632,0.00109605453664526,0.0993712699094112,0.118612753979239,0.41572125,0.00813004610931471,0.00162600922186294,0.401725,0.43010625,0.1028225,0.00754825362666756,0.00150965072533351,0.0908,0.11654375
"III","C-PCA","Wasserstein",40,0.785645197132616,0.0170389839004145,0.0034077967800829,0.761658064516129,0.819319982078853,0.0551039426523297,0.0101242059515878,0.00202484119031755,0.0337874551971326,0.0725209677419354,0.77877031631367,0.012094751643264,0.0024189503286528,0.762244223256014,0.802917576494894,0.10789697385645,0.0127055241230871,0.00254110482461742,0.0822482868860464,0.125536439121036,0.446655,0.0216028692152995,0.00432057384305989,0.415125,0.489275,0.063275,0.0131695671910659,0.00263391343821318,0.0408,0.086375
"IV","C-PCA","Wasserstein",40,0.918092492832289,0.0192557282161289,0.00385114564322577,0.882586631871955,0.951114700765484,0.045575620598469,0.0132885673698883,0.00265771347397766,0.0244813764787752,0.0687278162839248,0.895553068722002,0.0163099689825254,0.00326199379650508,0.869467932783068,0.925487834647267,0.0682316617699568,0.0148338078158031,0.00296676156316062,0.0430562512513524,0.0949945029978524,0.560633066666667,0.04219532280744,0.00843906456148801,0.494566666666667,0.639366666666667,0.101095333333333,0.0105848192089041,0.00211696384178083,0.0816063333333333,0.120582666666667
"I","IMDS","Wasserstein",40,0.56792307585247,0.0153659232882075,0.0030731846576415,0.538596102992345,0.59766443980515,-0.0389013500347947,0.00999127906585807,0.00199825581317161,-0.0548203897007654,-0.0185665274878218,0.556057298121385,0.0132248693664321,0.00264497387328643,0.531428820554397,0.581218898443295,-0.0724647756624678,0.0139180774331085,0.00278361548662171,-0.0898535193369066,-0.0351258280179653,0.161386666666667,0.0102755125131259,0.00205510250262519,0.1405,0.18105,-0.0100066666666667,0.00427416333593163,0.000854832667186326,-0.0163,-0.00251666666666666
"II","IMDS","Wasserstein",40,0.584549334854632,0.0164422816443115,0.00328845632886229,0.555861904158215,0.608390525693036,-0.0249401741041244,0.0218513400378386,0.00437026800756771,-0.0597851926977688,0.00284825050709933,0.602808985536811,0.0201135340298711,0.00402270680597422,0.567122427853948,0.631577699539792,-0.038528085954113,0.0203148663713608,0.00406297327427217,-0.0722992268196121,-0.00749105222859473,0.1213325,0.0166711986351399,0.00333423972702799,0.09075625,0.14330625,-0.00204125,0.00237990721107637,0.000475981442215275,-0.00596875,0.0016
"III","IMDS","Wasserstein",40,0.539808136200717,0.00863938934413169,0.00172787786882634,0.526901344086021,0.554952867383513,-0.000709175627240168,0.00717611632275008,0.00143522326455002,-0.0109005376344087,0.0125546594982078,0.497958718854553,0.00672126819241429,0.00134425363848286,0.488362325165098,0.508073988246372,-0.00232381052893635,0.00969686469116788,0.00193937293823358,-0.0205993639544653,0.0142684115598895,0.201095,0.00543765325454526,0.00108753065090905,0.192775,0.210975,-0.000994999999999999,0.0049717273574349,0.000994345471486981,-0.00869999999999999,0.007975
"IV","IMDS","Wasserstein",40,0.546996050521921,0.0131568378698881,0.00263136757397762,0.53069895894224,0.577629699373695,-0.0119629903966597,0.0116682436671077,0.00233364873342154,-0.0386513347251218,0.00458921781489212,0.53850963415762,0.0119698063576012,0.00239396127152024,0.520523551356091,0.563864330431579,-0.0402601269045863,0.0150864586732082,0.00301729173464164,-0.0783037154943697,-0.0213756909102432,0.160382266666667,0.00857727615131557,0.00171545523026311,0.14865,0.17765,-0.00615833333333334,0.00361222845961388,0.000722445691922777,-0.0112246666666667,0.001228
"I","Int-UMAP","Wasserstein",40,0.855508399443285,0.00828171841792941,0.00165634368358588,0.84279624217119,0.869423556019485,-0.0073251356993737,0.00417334321694554,0.000834668643389108,-0.0139118997912318,0.000215796798886524,0.844520059458494,0.00764593385112809,0.00152918677022562,0.831300149205607,0.856807905691327,0.0119294522084917,0.00680452960574376,0.00136090592114875,-0.00154839424321733,0.0249072322898212,0.424926666666667,0.0156538866313342,0.00313077732626684,0.3958,0.451133333333333,0.0200433333333333,0.00899180182165955,0.00179836036433191,0.000366666666666669,0.0318833333333333
"II","Int-UMAP","Wasserstein",40,0.740849628127113,0.0736516004665827,0.0147303200933165,0.631316108857336,0.834025004225828,0.0289451960784314,0.0214101280719902,0.00428202561439805,0.00241430020283973,0.0766438725490195,0.845911424950535,0.0489508058855368,0.00979016117710737,0.772090541701498,0.907541295497162,0.0212451075529688,0.0131993409246177,0.00263986818492353,0.00254961773121571,0.0487414176098382,0.36473125,0.0848764813705407,0.0169752962741081,0.24238125,0.4681625,-0.0065175,0.0147322679873835,0.00294645359747669,-0.0318875,0.0147625
"III","Int-UMAP","Wasserstein",40,0.80935688172043,0.0146193842144055,0.0029238768428811,0.779824372759857,0.834110663082438,0.00742286738351253,0.0111139816855223,0.00222279633710446,-0.0130634408602151,0.026133870967742,0.856420284251029,0.0132943246793789,0.00265886493587579,0.830751495253655,0.873065709224677,0.0212876046462563,0.0120878321400547,0.00241756642801094,0.00198877864764595,0.0419262713220464,0.518545,0.0203281952183004,0.00406563904366009,0.48185,0.551375,0.01312,0.0159852829450508,0.00319705658901017,-0.011325,0.041175
"IV","Int-UMAP","Wasserstein",40,0.762485827279054,0.0422906235901113,0.00845812471802226,0.699473501739736,0.831510588726514,0.0254328826722338,0.0278335906017384,0.00556671812034767,-0.0166672901878914,0.0809268072373,0.795433225387393,0.0280899122598098,0.00561798245196197,0.747241722368856,0.840404182110347,0.0271220961322568,0.0244579283413002,0.00489158566826003,-0.00804857884346638,0.0765370579776323,0.394383333333333,0.0423536354970244,0.00847072709940489,0.320766666666667,0.466083333333333,0.00997973333333333,0.0147199807571457,0.00294399615142915,-0.0113143333333333,0.0351413333333333
"I","MR-PCA","Wasserstein",40,0.726573890048712,0.00461361696204014,0.000922723392408028,0.718058281141266,0.733996624913013,0.162638413361169,0.00496973030448708,0.000993946060897416,0.152806402226862,0.170871885873348,0.729222652304351,0.00528294369417259,0.00105658873883452,0.718888307357026,0.737950496055009,0.217442602751821,0.00603946547806795,0.00120789309561359,0.206706166408062,0.226019658824055,0.307933333333333,0.00641941679882508,0.00128388335976502,0.294683333333333,0.316283333333333,0.0738966666666667,0.00480525127488822,0.000961050254977644,0.0666166666666667,0.0820166666666667
"II","MR-PCA","Wasserstein",40,0.892176286342123,0.00298310367850462,0.000596620735700925,0.887247265889114,0.897629014536849,0.0810143171061528,0.00440998553376891,0.000881997106753782,0.0727105392156863,0.0883528313049358,0.903122832259929,0.00275885200757834,0.000551770401515668,0.89817106536112,0.908205890379423,0.112280005197852,0.00505270756067966,0.00101054151213593,0.102814535529859,0.120638668137703,0.4088325,0.00649522736442882,0.00129904547288576,0.39898125,0.419575,0.09930375,0.00658211676193216,0.00131642335238643,0.0883,0.11005
"III","MR-PCA","Wasserstein",40,0.561562544802867,0.00496809047586734,0.000993618095173468,0.554167741935484,0.571175537634409,0.00960774193548387,0.0048941821960371,0.000978836439207421,-0.000247670250896092,0.0181718637992831,0.530771414008013,0.00637618606579132,0.00127523721315826,0.52063047517858,0.542999034330135,0.0321903557008376,0.00932409118759611,0.00186481823751922,0.0177666042265921,0.0499573001224238,0.2159,0.00420441236480597,0.000840882472961194,0.208875,0.22395,0.00595,0.00465544595966201,0.000931089191932402,-0.002275,0.016
"IV","MR-PCA","Wasserstein",40,0.916572697286012,0.019515709053015,0.00390314181060301,0.880667874043146,0.950372177453027,0.0470898855949896,0.0134965643666011,0.00269931287332023,0.0254100055671538,0.0702679888656924,0.891724057877165,0.0168102396433843,0.00336204792867686,0.865339535100898,0.923566541820604,0.072759077959642,0.015463901612771,0.00309278032255421,0.0449663049996896,0.0990174038327949,0.556898466666667,0.0419831881143004,0.00839663762286008,0.492116666666667,0.636083333333333,0.10422,0.00977441341661427,0.00195488268332285,0.0859386666666667,0.122890666666667
